name_eng,rating,studio,kind,main_genre,secondary_genre,year,quarter,status,total_episodes,episodes_aired,duration_min,positive_count_r,negative_count_r,planned,score,success
Abenobashi Mahou☆Shoutengai,0,13,0,11,0,2002,2,0,13,0,24,1212,359,3732,7.24,1
Kerokko Demetan,3,61,0,20,11,1973,1,0,39,0,24,1,0,34,5.93,0
Zettai Shounen,2,62,0,37,44,2005,2,0,26,0,25,99,56,1690,6.92,0
Akahori Gedou Hour Rabuge,2,59,0,11,47,2005,3,0,13,0,24,27,27,310,6.16,0
"Chiisana Obake: Acchi, Kocchi, Socchi",4,8,0,11,43,1991,2,0,50,0,25,0,0,31,5.97,0
Ace wo Nerae!,2,2,0,15,44,1973,4,0,26,0,24,69,12,700,7.04,1
Ace wo Nerae!: Final Stage,2,16,2,34,44,1989,4,0,12,0,24,20,10,77,6.66,0
Ace wo Nerae! (1979),2,2,1,15,44,1979,3,0,1,0,90,35,10,142,6.85,0
Ace wo Nerae! 2,2,63,2,15,44,1988,3,0,13,0,24,38,6,119,6.96,0
Xiao Qian,3,64,1,34,44,1997,3,0,1,0,84,11,11,209,6.43,0
Nageki no Kenkou Yuuryouji,5,18,2,11,6,1994,3,0,3,0,25,86,104,387,6.16,0
Final Fantasy VII: Advent Children,2,65,1,34,0,2005,3,0,1,1,101,3987,853,3016,7.74,1
Hand Maid May,2,35,0,11,36,2000,3,0,10,0,23,275,160,940,6.71,0
Happy World!,2,31,2,11,0,2002,4,0,3,0,26,51,68,218,5.99,0
A Kite,5,41,2,34,44,1998,1,0,2,0,26,2102,1411,4114,6.55,0
Najica Dengeki Sakusen,0,36,0,34,11,2001,4,0,12,0,23,230,423,877,5.99,0
Paradise Kiss,1,2,0,25,11,2005,4,0,12,0,24,4531,832,6773,7.85,1
Mousou Dairinin,0,2,0,10,44,2004,1,0,13,0,24,7428,2354,22544,7.68,1
Kidou Keisatsu Patlabor: On Television,2,0,0,11,21,1989,4,0,47,0,24,421,87,3704,7.69,1
Peach Girl,2,10,0,15,44,2005,1,0,25,0,24,1433,597,2056,6.97,0
Petshop of Horrors,0,2,0,25,39,1999,1,0,4,0,23,4306,661,6480,7.25,1
Puchi Pri*Yucie,4,13,0,15,11,2002,3,0,26,0,25,71,26,320,7.42,1
Piano (TV),4,14,0,15,44,2002,4,0,10,0,24,23,35,317,6.01,0
Planetes,2,0,0,22,44,2003,4,0,26,0,25,6270,581,17254,8.28,1
Midori no Hibi,0,8,0,37,11,2004,2,0,13,0,24,2654,814,3187,7.26,1
Mahoujin Guruguru,4,6,0,37,17,1994,4,0,45,0,23,24,7,329,7.62,1
Dokidoki♡Densetsu: Mahoujin Guruguru,4,6,0,37,17,2000,2,0,38,0,23,12,3,93,7.16,1
Mama wa Shougaku 4 Nensei,3,0,0,11,44,1992,1,0,51,0,24,55,11,330,7.28,1
Marmalade Boy,2,3,0,15,11,1994,1,0,76,0,24,407,102,1637,7.47,1
Matantei Loki Ragnarok,2,12,0,37,11,2003,2,0,26,0,24,353,135,1511,7.27,1
Ginyuu Mokushiroku Meine Liebe,2,17,0,15,0,2004,4,0,13,0,24,127,110,1268,6.44,0
Psychic Academy,2,66,0,11,36,2002,1,0,24,0,11,37,54,287,6.23,0
Versailles no Bara,2,16,0,15,44,1979,4,0,40,0,24,813,104,4376,8.34,1
Serial Experiments Lain,1,64,0,10,44,1998,3,0,13,0,23,17391,3285,33920,8.07,1
Mutsu Enmei Ryuu Gaiden: Shura no Toki,2,10,0,37,34,2004,2,0,26,0,23,383,86,1325,7.57,1
Spiral: Suiri no Kizuna,2,5,0,37,44,2002,4,0,25,0,23,373,203,1907,7.23,1
Starship Operators,2,5,0,44,21,2005,1,0,13,0,24,234,88,833,6.98,0
Tsukuyomi: Moon Phase,2,67,0,22,11,2004,4,0,25,0,24,689,373,3271,6.97,0
Futatsu no Spica,2,26,0,44,21,2003,4,0,20,0,25,54,13,277,7.35,1
Eikoku Koi Monogatari Emma,4,8,0,22,44,2005,2,0,12,0,25,658,150,3257,7.64,1
W: Wish,2,68,0,44,36,2004,4,0,13,0,12,72,105,616,6.16,0
Wild Arms: Twilight Venom,2,17,0,34,17,1999,4,0,22,0,24,61,26,318,6.64,0
Binzume Yousei,4,21,0,11,0,2003,4,0,13,0,13,83,89,529,6.44,0
Magical Canan,2,69,0,44,0,2005,1,0,13,0,24,14,9,227,6.15,0
Ojamajo Doremi,4,3,0,11,-1,1999,1,0,51,0,24,53,13,622,7.25,1
Ojamajo Doremi Sharp,4,3,0,15,11,2000,1,0,49,0,24,17,4,178,7.37,1
Motto! Ojamajo Doremi,4,3,0,15,11,2001,1,0,50,0,24,18,4,164,7.36,1
Ojamajo Doremi Dokkaan!,4,3,0,15,11,2002,1,0,51,0,24,12,3,223,7.63,1
UG☆Ultimate Girls,2,34,0,11,21,2005,1,0,12,0,14,27,65,317,5.63,0
Shakugan no Shana,2,5,0,34,44,2005,4,0,24,0,24,6811,2249,12784,7.48,1
Fate/stay night,1,12,0,34,0,2006,1,0,24,0,24,17140,5612,18095,7.3,1
Bokusatsu Tenshi Dokuro-chan,1,19,2,11,13,2005,1,0,4,0,25,2191,1778,3440,6.56,0
"Iriya no Sora, UFO no Natsu",0,3,2,44,36,2005,1,0,6,0,27,273,192,1251,6.96,0
I'll/CKBC,2,70,2,37,34,2002,4,0,2,0,30,77,83,432,6.26,0
Himiko-den,2,26,0,17,44,1999,1,0,12,0,23,25,46,345,6.19,0
Memories Off,2,66,2,44,36,2001,4,0,3,0,30,27,62,375,5.88,0
Memories Off 2nd,2,71,2,44,36,2003,1,0,3,0,30,24,29,176,6.25,0
Memories Off 3.5,2,71,2,44,36,2004,2,0,4,1,27,18,32,138,6.23,0
Gallery Fake,2,29,0,22,14,2005,1,0,37,0,25,136,32,1634,7.44,1
Fake,1,5,2,42,11,1998,2,0,1,0,58,440,303,914,6.52,0
AIKa,0,36,2,34,17,1997,2,0,7,0,27,215,286,1804,5.93,0
Akazukin Chacha OVA,4,4,2,11,0,1995,4,0,3,0,24,15,5,72,7.03,1
Bible Black,5,72,2,41,-1,2001,3,0,6,0,28,837,523,1191,6.57,0
Boogiepop wa Warawanai,0,2,0,10,44,2000,1,0,12,0,24,1528,637,10905,7.15,1
Burn Up Excess,2,60,0,37,34,1997,4,0,13,0,25,50,44,282,6.55,0
Cardcaptor Sakura Movie 1,3,2,1,15,11,1999,3,0,1,0,81,543,121,841,7.63,1
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,3,2,1,15,11,2000,3,0,1,0,82,878,126,1994,8.2,1
Bannou Bunka Neko-Musume,2,36,2,22,17,1992,4,0,6,0,28,82,50,511,6.69,0
Bannou Bunka Neko-Musume DASH!,1,38,2,34,11,1998,3,0,12,0,24,16,26,168,6.34,0
Bannou Bunka Neko-Musume (1998),2,38,0,22,34,1998,1,0,12,0,23,38,27,274,6.51,0
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",0,41,3,22,44,2005,2,0,1,0,25,6249,2005,3691,7.17,1
eX-Driver,2,73,2,37,34,2000,3,0,6,0,25,101,48,456,6.7,0
eX-Driver the Movie,2,73,1,37,34,2002,2,0,1,0,62,56,29,159,6.61,0
Heppoko Jikken Animation Excel♥Saga,1,5,0,37,11,1999,4,0,26,0,24,999,328,3075,7.49,1
Fushigi Yuugi OVA,2,8,2,15,17,1996,4,0,3,0,28,267,115,388,7.16,1
Fushigi Yuugi: Dai Ni Bu,2,8,2,15,17,1997,2,0,6,0,33,240,100,316,7.27,1
Futari Ecchi,0,50,2,22,11,2002,3,0,4,0,27,411,320,1117,6.35,0
Galaxy Angel,2,2,0,11,21,2001,2,0,24,0,13,133,54,700,7.02,1
Gantz,0,11,0,34,44,2004,2,0,13,0,22,7635,2985,13248,7.02,1
Gilgamesh,1,26,0,44,0,2003,4,0,26,0,23,507,385,5408,6.64,0
H2,2,38,0,37,11,1995,2,0,41,21,24,111,17,404,7.24,1
Haibane Renmei,2,59,0,44,0,2002,4,0,13,0,24,9098,1297,20725,7.98,1
Capeta,3,10,0,37,35,2005,4,0,52,0,23,363,47,780,7.83,1
Karas,1,61,2,34,0,2005,1,0,6,0,30,1076,418,3108,7.4,1
Suzuka,2,10,0,37,44,2005,3,0,26,0,23,1431,493,4395,7.2,1
Tales of Phantasia The Animation,2,73,2,37,17,2004,4,0,4,0,30,153,154,846,6.8,0
Yuu☆Yuu☆Hakusho,2,8,0,37,34,1992,4,0,112,0,24,1840,346,9412,8.45,1
Escaflowne,2,1,1,15,17,2000,2,0,1,0,97,433,239,1726,7.07,1
Ai Yori Aoshi: Enishi,2,5,0,22,11,2003,4,0,12,0,23,388,178,749,7.14,1
Gantz 2nd Stage,0,11,0,34,44,2004,3,0,13,0,23,4555,1685,2774,7.06,1
Seikai no Senki,2,0,0,34,36,2000,2,0,13,0,25,752,92,1201,7.7,1
Seikai no Senki II,2,0,0,34,36,2001,3,0,10,0,25,617,59,593,7.82,1
Seikai no Senki III,2,0,2,34,36,2005,3,0,2,0,37,489,68,421,7.68,1
Seikai no Senki Special,2,0,3,34,36,2001,3,0,1,0,120,73,16,176,7.23,1
Seihou Bukyou Outlaw Star,0,0,0,34,17,1998,1,0,24,0,25,1316,197,4920,7.86,1
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,1,12,2,37,44,2001,4,0,2,0,42,1636,337,2077,7.99,1
Otogi Juushi Akazukin OVA,2,2,2,17,11,2005,1,0,1,0,37,38,28,167,6.45,0
Hanaukyou Maid-tai,0,23,0,11,36,2001,2,0,12,0,14,295,201,917,6.59,0
Bastard!! Ankoku no Hakaishin,0,18,2,22,34,1992,3,0,6,0,28,627,377,2591,6.71,0
Blood: The Last Vampire,1,15,1,39,43,2000,4,0,1,0,48,1997,1564,4673,6.9,0
Buzzer Beater,2,29,0,37,35,2005,1,0,13,0,25,231,98,750,6.54,0
Tantei Gakuen Q,2,8,0,37,11,2003,2,0,45,0,25,237,67,1521,7.75,1
Final Fantasy VII: Last Order,2,2,3,34,17,2005,3,0,1,0,25,758,353,1631,7.32,1
Gun x Sword,2,69,0,37,34,2005,3,0,26,0,24,1672,467,4394,7.27,1
Kore ga Watashi no Goshujinsama,0,13,0,11,32,2005,2,0,12,0,24,555,517,1890,6.53,0
Hametsu no Mars,1,74,2,39,21,2005,3,0,1,0,19,119,824,916,2.23,0
Tonari no Yamada-kun,4,37,1,11,32,1999,3,0,1,0,104,615,134,1007,7.15,1
Kurenai no Buta,4,37,1,34,17,1992,3,0,1,0,93,10074,1067,8003,7.95,1
Ragnarök The Animation,2,75,0,34,0,2004,2,0,26,0,24,628,440,1742,6.46,0
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,2,76,1,37,17,1991,4,0,1,1,74,133,64,239,7.24,1
Samurai Deeper Kyou,2,12,0,37,17,2002,3,0,26,0,24,323,172,1432,6.91,0
Spriggan,1,77,1,37,17,1998,3,0,1,0,90,577,408,2164,6.67,0
Stratos 4,2,36,0,37,11,2003,1,0,13,0,23,68,37,497,6.65,0
Stratos 4 OVA,2,36,2,37,11,2004,2,0,2,0,30,33,16,101,6.7,0
Stratos 4 Advance,2,36,2,37,11,2005,1,0,6,0,26,39,15,107,6.85,0
Dirty Pair,2,0,0,17,11,1985,3,0,24,0,25,289,92,2569,7.18,1
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,2,6,2,42,11,2002,1,0,2,0,26,194,211,599,6.41,0
Final Fantasy,2,2,2,34,17,1994,1,0,4,0,30,89,118,467,6.1,0
Kaleido Star,2,11,0,15,11,2003,2,0,51,0,23,656,77,2298,7.92,1
Kaleido Star: Aratanaru Tsubasa - Extra Stage,3,11,2,15,17,2004,3,0,1,0,24,148,30,222,7.5,1
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,3,11,2,15,11,2005,4,0,1,0,50,142,19,343,7.86,1
Fullmetal Alchemist: The Conqueror of Shamballa,1,1,1,37,11,2005,3,0,1,0,104,11287,2779,6065,7.54,1
Howl no Ugoku Shiro,4,37,1,17,44,2004,4,0,1,0,119,71679,3988,13578,8.66,1
Iria: Zeiram The Animation,0,78,2,34,17,1994,2,0,6,0,28,260,123,1480,7.06,1
"Kumo no Mukou, Yakusoku no Basho",2,56,1,44,36,2004,4,0,1,0,90,9233,2608,17569,7.51,1
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,0,18,2,34,17,1989,3,0,1,0,42,50,150,490,5.54,0
Magic Knight Rayearth,2,16,0,15,17,1994,4,0,20,0,24,393,124,1690,7.46,1
Perfect Blue,0,2,1,10,44,1998,1,0,1,0,81,19788,2475,24893,8.53,1
Phantom The Animation,1,79,2,37,34,2004,1,0,3,0,30,339,234,1451,6.52,0
RG Veda,2,80,2,17,44,1991,2,0,2,0,43,69,87,485,6.08,0
Shoujo Kakumei Utena,2,5,0,15,11,1997,2,0,39,0,23,2180,577,10014,8.18,1
Shoujo Kakumei Utena: Adolescence Mokushiroku,0,5,1,15,10,1999,3,0,1,0,90,915,436,2200,7.61,1
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,2,8,1,37,17,2004,3,0,1,0,82,9480,3894,2416,7.1,1
Onegai☆Teacher: Himitsu na Futari,1,23,2,11,36,2002,4,0,1,0,21,892,240,763,7.3,1
Maria-sama ga Miteru: Haru,2,12,0,15,44,2004,3,0,13,0,24,464,140,1440,7.65,1
Tales of Eternia The Animation,2,15,0,17,11,2001,1,0,13,0,22,157,193,1415,6.2,0
Weiß Kreuz Glühen,1,33,0,37,34,2002,4,0,13,0,20,115,81,459,6.57,0
Weiß Kreuz,2,81,0,37,34,1998,2,0,25,0,23,198,131,1175,6.7,0
Tenjou Tenge: The Ultimate Fight,1,2,2,37,17,2005,1,0,2,0,24,718,298,793,7.05,1
InuYasha Movie 4: Guren no Houraijima,2,0,1,37,34,2004,4,0,1,0,87,530,124,917,7.54,1
InuYasha Movie 2: Kagami no Naka no Mugenjo,2,0,1,37,34,2002,4,0,1,0,99,642,149,973,7.67,1
InuYasha Movie 3: Tenka Hadou no Ken,2,0,1,37,34,2003,4,0,1,0,98,690,122,1192,7.8,1
InuYasha Movie 1: Toki wo Koeru Omoi,2,25,1,37,34,2001,4,0,1,0,99,679,158,1026,7.56,1
.hack//Gift,0,17,2,11,0,2003,4,0,1,0,26,78,157,356,6.13,0
Fantastic Children,2,6,0,17,0,2004,4,0,26,0,24,220,67,2243,7.53,1
Gokujou Seitokai,2,5,0,11,32,2005,2,0,26,0,25,42,43,497,6.93,0
Mushishi,2,82,0,22,17,2005,4,0,26,0,25,15174,964,36985,8.68,1
Buttobi!! CPU,0,14,2,22,11,1997,2,0,3,0,27,149,148,500,6.23,0
One Piece Movie 1,2,3,1,37,34,2000,1,0,1,0,50,2307,808,1325,7.09,1
One Piece Movie 2: Nejimaki-jima no Daibouken,2,3,1,37,34,2001,1,0,1,0,55,1723,668,1180,7.14,1
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,2,3,1,37,34,2002,1,0,1,0,55,1390,717,1134,6.93,0
One Piece Movie 04: Dead End no Bouken,2,3,1,37,34,2003,1,0,1,0,95,2062,338,1429,7.54,1
One Piece Movie 5: Norowareta Seiken,2,3,1,37,34,2004,1,0,1,0,95,1455,521,1306,7.18,1
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,2,3,1,37,17,2005,1,0,1,0,91,2018,381,1494,7.71,1
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,2,3,1,37,17,2006,1,0,1,0,94,1368,432,1301,7.24,1
One Piece: Taose! Kaizoku Ganzack,3,15,2,37,34,1998,3,0,1,0,28,1282,719,1193,6.74,0
Koukaku Kidoutai: Stand Alone Complex,1,15,0,22,34,2002,4,0,26,0,25,10160,897,19574,8.43,1
Innocence,1,15,1,21,3,2004,1,0,1,0,99,7074,888,5974,7.81,1
Karin,2,5,0,37,11,2005,4,0,24,0,23,1822,788,2888,7.13,1
Okusama wa Joshikousei (TV),2,2,0,11,44,2005,3,0,13,0,24,281,241,1292,6.33,0
To Heart 2,2,14,0,11,44,2005,4,0,13,0,24,58,90,641,6.5,0
To Heart,2,14,0,44,36,1999,2,0,13,0,24,126,112,1070,6.59,0
Tide-Line Blue,2,32,0,37,34,2005,3,0,12,0,23,52,34,375,6.63,0
Macross Plus,1,64,2,44,36,1994,3,0,4,0,39,677,130,1896,7.72,1
Hotori: Tada Saiwai wo Koinegau,2,0,3,44,21,2005,3,0,1,0,40,291,106,1520,6.89,0
Ginban Kaleidoscope,2,83,0,44,36,2005,4,0,12,0,24,844,225,2000,7.32,1
Aria the Animation,4,19,0,37,0,2005,4,0,13,0,24,1455,401,9331,7.68,1
Sousei no Aquarion,2,40,0,34,36,2005,2,0,26,0,24,1512,584,3684,7.1,1
Ueki no Housoku,2,12,0,37,34,2005,2,0,51,0,23,797,255,3562,7.74,1
Yu☆Gi☆Oh! Duel Monsters,2,4,0,37,34,2000,2,0,224,0,23,657,107,1666,7.46,1
Yu☆Gi☆Oh!: Duel Monsters GX,2,4,0,37,34,2004,4,0,180,0,23,227,49,630,7.16,1
Kurau Phantom Memory,2,1,0,34,44,2004,2,0,24,0,23,291,110,3063,7.33,1
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,2,8,1,37,17,2001,3,0,1,0,95,105,26,432,7.34,1
Damekko Doubutsu,4,60,0,11,32,2005,1,0,26,0,5,845,315,986,7.27,1
Kino no Tabi: The Beautiful World,1,7,0,34,17,2003,2,0,13,0,24,4574,371,15591,8.31,1
Girls Bravo: Second Season,0,53,0,37,11,2005,1,0,13,0,23,342,292,980,6.64,0
Ichigo Mashimaro,2,23,0,11,32,2005,3,0,12,0,24,1004,229,3106,7.65,1
Kamichu!,4,84,0,11,44,2005,2,0,12,0,26,518,212,4794,7.38,1
Paniponi Dash!,2,67,0,11,47,2005,3,0,26,0,24,619,275,2679,7.44,1
Armitage III: Dual-Matrix,0,18,1,34,17,2002,2,0,1,0,90,709,330,1126,6.85,0
Armitage III: Poly-Matrix,0,18,1,34,17,1996,2,0,1,0,92,650,235,1133,7.06,1
Bakuretsu Hunters,1,21,0,37,17,1995,4,0,26,0,25,125,81,1090,6.69,0
Kamui no Ken,2,2,1,37,17,1985,1,0,1,0,132,38,42,325,6.62,0
Yami to Boushi to Hon no Tabibito,0,12,0,17,0,2003,4,0,13,0,24,284,241,1679,6.55,0
Haja Taisei Dangaiou,2,18,2,34,17,1987,3,0,3,0,45,26,19,210,6.08,0
Makai Toshi Shinjuku,1,2,2,37,17,1988,4,0,1,0,79,258,291,1590,6.15,0
Doraemon,3,16,0,17,11,1973,2,0,26,0,25,23,5,443,7.37,1
Dragon Ball Movie 1: Shen Long no Densetsu,2,3,1,37,34,1986,4,0,1,0,50,260,240,399,6.8,0
Eien no Aselia,2,34,2,17,44,2005,2,0,2,0,29,21,51,271,5.41,0
Fatal Fury: The Motion Picture,0,10,1,37,34,1994,3,0,1,0,96,40,54,272,6.56,0
Fushigiboshi no☆Futagohime,4,19,0,15,11,2005,2,0,51,0,24,26,7,352,7.26,1
Glass no Kamen,2,85,0,15,44,1984,2,0,23,0,24,140,32,877,7.34,1
Gravitation: Lyrics of Love,1,81,2,15,42,1999,3,0,2,0,26,553,356,864,6.93,0
Tottoko Hamtarou,4,29,0,20,17,2000,3,0,296,0,25,18,12,362,6.97,0
I My Me! Strawberry Eggs,2,35,0,11,44,2001,3,0,13,0,25,663,224,1118,6.78,0
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,0,41,0,11,44,2004,4,0,13,0,25,14,12,301,5.82,0
Kidou Shinsengumi Moeyo Ken TV,2,68,0,17,11,2005,3,0,13,0,25,16,19,188,6.17,0
Majo no Takkyuubin,4,37,1,17,11,1989,3,0,1,0,103,29837,1863,13944,8.22,1
Tenkuu no Shiro Laputa,3,37,1,17,0,1986,3,0,1,0,124,20032,1410,11358,8.27,1
Cossette no Shouzou,1,23,2,44,39,2004,2,0,3,0,36,1493,765,4557,6.82,0
Hajimari no Boukensha-tachi: Legend of Crystania,1,64,1,34,17,1995,3,0,1,0,78,80,38,373,6.04,0
Keroro Gunsou,2,0,0,37,11,2004,2,0,358,334,23,51,27,626,7.69,1
School Rumble: Ichi Gakki Hoshuu,2,10,2,37,11,2005,4,0,2,0,25,917,207,897,7.74,1
Mahou no Princess Minky Momo,4,38,0,15,-1,1982,1,0,63,0,23,13,3,302,6.79,0
Mahoraba: Heartful days,2,5,0,37,11,2005,1,0,26,0,23,123,79,639,7.32,1
Marmalade Boy Movie,2,86,1,15,36,1995,1,0,1,0,30,142,43,474,7.34,1
Mermaid Melody Pichi Pichi Pitch,3,73,0,15,17,2003,2,0,52,0,24,309,121,737,7.08,1
Metropolis,2,2,1,37,17,2001,2,0,1,0,109,1844,633,7658,7.53,1
Tonari no Totoro,4,37,1,17,43,1988,2,0,1,0,86,40335,3156,16438,8.27,1
Onegai☆Twins: Natsu wa Owaranai,0,23,2,11,44,2004,2,0,1,0,25,377,146,360,7.02,1
Otogizoushi,2,15,0,17,44,2004,3,0,26,0,23,122,75,1403,6.96,0
Boku no Chikyuu wo Mamotte,2,15,2,15,44,1993,4,0,6,0,30,282,97,2012,7.14,1
Pokemon,3,14,0,20,34,1997,2,0,276,161,24,5465,1669,3083,7.36,1
Pokemon Movie 01: Mewtwo no Gyakushuu,3,14,1,20,34,1998,3,0,1,0,85,1618,419,578,7.63,1
Saishuu Heiki Kanojo,1,11,0,44,36,2002,3,0,13,0,24,979,581,6358,7.16,1
Bishoujo Senshi Sailor Moon,2,3,0,15,36,1992,1,0,46,0,24,6826,1100,7298,7.7,1
Bishoujo Senshi Sailor Moon R: The Movie,2,3,1,15,44,1993,4,0,1,0,61,1594,325,1655,7.7,1
Bishoujo Senshi Sailor Moon S,2,3,0,15,44,1994,1,0,38,0,24,3228,480,2445,7.86,1
Sensei no Ojikan: Doki Doki School Hours,2,5,0,11,32,2004,2,0,13,0,23,59,21,298,6.66,0
Slayers,2,66,0,17,11,1995,2,0,26,0,22,3980,504,7254,7.74,1
Slayers Next,2,66,0,17,11,1996,2,0,26,0,24,2584,209,1885,8.02,1
Slayers: The Motion Picture,2,5,1,37,17,1995,3,0,1,0,66,1038,214,910,7.28,1
Tekken,0,12,2,34,17,1998,1,0,2,0,28,107,252,554,5.26,0
Shin Tenchi Muyou!,2,18,0,37,11,1997,2,0,26,0,23,128,84,516,6.87,0
Tenchi Muyou! Ryououki,0,18,2,37,34,1992,3,0,6,0,29,673,143,1796,7.63,1
Tenchi Muyou! Ryououki 2nd Season,0,18,2,37,34,1994,3,0,6,0,33,404,82,393,7.65,1
Tenchi Muyou! Ryououki 3rd Season,0,18,2,37,34,2003,3,0,6,0,30,237,73,326,7.3,1
Vampire Hunter D (2000),1,2,1,34,44,2000,3,0,1,0,102,9179,1250,10906,7.89,1
Venus Senki,2,64,1,34,17,1989,1,0,1,0,103,242,144,941,6.77,0
Mousou Kagaku Series: Wandaba Style,2,35,0,11,21,2003,2,0,12,0,24,6,1,114,6.02,0
Wind: A Breath of Heart (TV),2,59,0,44,36,2004,2,0,13,0,12,69,86,629,5.96,0
Wind: A Breath of Heart OVA,2,87,2,44,36,2004,2,0,3,0,29,21,23,104,6.2,0
Wonderful Days,2,13,1,34,44,2003,3,0,1,0,95,1722,729,4061,7.02,1
Yu☆Gi☆Oh!,2,3,0,37,34,1998,2,0,27,0,24,846,273,2660,7.2,1
Grappler Baki: Saidai Tournament-hen,1,26,0,37,34,2001,3,0,24,0,24,5001,857,1876,7.46,1
Digimon Adventure,3,3,0,20,34,1999,1,0,54,0,24,693,154,923,7.77,1
Yami no Matsuei,1,5,0,15,42,2000,4,0,13,0,23,1409,613,3669,7.04,1
Koutetsu Tenshi Kurumi,0,14,0,37,17,1999,4,0,24,0,15,76,80,623,6.77,0
Koutetsu Tenshi Kurumi 2,0,14,0,37,11,2001,2,0,12,0,15,39,51,249,6.28,0
Koutetsu Tenshi Kurumi Zero,2,14,2,44,36,2001,2,0,3,0,15,19,28,105,6.09,0
Koutetsu Tenshi Kurumi Encore,2,14,2,37,11,2000,3,0,4,0,15,37,15,118,6.68,0
Major S2,2,57,0,37,11,2005,4,0,26,0,25,2024,132,703,8.22,1
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,2,1,2,44,21,2003,3,0,1,0,15,56,74,297,6.32,0
Soukyuu no Fafner: Right of Left - Single Program,2,15,3,34,44,2005,4,0,1,0,51,164,51,546,7.39,1
Sakura Taisen,2,2,0,37,17,2000,2,0,25,0,24,91,59,1130,6.86,0
Sakura Taisen: Le Nouveau Paris,2,59,2,37,17,2004,4,0,3,0,31,26,15,162,6.43,0
DNA²,2,2,0,11,36,1994,4,0,12,0,23,263,210,991,6.65,0
Puni Puni☆Poemii,0,5,2,37,11,2001,1,0,2,0,30,356,256,782,6.55,0
Steamboy,2,77,1,34,17,2004,3,0,1,0,126,2603,718,4894,7.34,1
Tetsuwan Birdy,2,2,2,37,34,1996,3,0,4,0,33,552,167,2537,7.1,1
The Big O,2,0,0,34,14,1999,4,0,26,0,24,701,168,4378,7.53,1
Bubblegum Crisis Tokyo 2040,1,18,0,37,17,1998,4,0,26,0,24,135,110,1381,7.09,1
Musekinin Kanchou Tylor,2,61,0,11,21,1993,1,0,26,0,23,1044,150,2768,7.86,1
Jin-Rou,1,15,1,44,36,2000,2,0,1,0,102,6472,1225,11983,7.78,1
Moldiver,2,18,2,34,36,1993,1,0,6,0,29,18,14,167,6.03,0
Kaze no Tani no Nausicaa,2,88,1,17,0,1984,1,0,1,1,117,15795,1275,10612,8.37,1
Saber Marionette J,2,89,0,37,34,1996,4,0,25,0,25,137,51,842,7.34,1
Rean no Tsubasa,2,0,4,0,21,2005,4,0,6,0,24,12,39,233,5.7,0
Magikano,2,51,0,37,11,2006,1,0,13,0,24,156,103,564,6.32,0
Kagi Hime Monogatari: Eikyuu Alice Rondo,2,68,0,0,-1,2006,1,0,13,0,24,15,15,332,6.17,0
Hotaru no Haka,2,37,1,44,40,1988,2,0,1,0,88,16623,1577,20460,8.5,1
Battle Programmer Shirase,2,18,0,11,21,2003,4,0,15,0,12,836,408,1818,6.92,0
Kogepan,4,8,0,11,2,2001,4,0,10,0,4,191,142,407,6.81,0
Honoo no Labyrinth,0,36,2,17,11,2000,3,0,2,0,33,267,211,711,6.22,0
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,1,60,0,37,11,1998,1,0,48,0,8,181,57,1239,7.7,1
Noein: Mou Hitori no Kimi e,2,40,0,17,44,2005,4,0,24,0,25,517,154,3607,7.6,1
Mimi wo Sumaseba,4,37,1,15,44,1995,3,0,1,0,111,13673,989,13933,8.22,1
Ayakashi: Japanese Classic Horror,1,3,0,0,39,2006,1,0,11,0,23,1935,372,5417,7.41,1
Hanbun no Tsuki ga Noboru Sora,2,26,0,11,44,2006,1,0,6,0,24,2758,774,5622,7.5,1
Itsudatte My Santa!,0,35,2,37,11,2005,4,0,2,0,28,123,167,454,5.93,0
Ginga Nagareboshi Gin,2,3,0,37,34,1986,2,0,21,0,23,204,37,1167,8.04,1
Kage kara Mamoru!,2,26,0,37,11,2006,1,0,12,0,24,176,146,625,6.6,0
Amaenaide yo!!,0,12,0,11,36,2005,3,0,12,0,24,391,327,1365,6.45,0
PopoloCrois,3,29,0,17,0,2003,4,0,26,0,23,0,0,52,6.85,0
Mugen no Ryvius,2,0,0,44,21,1999,4,0,26,0,23,641,191,3291,7.46,1
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,2,8,3,37,34,2003,4,0,1,0,40,3770,2991,2342,6.76,0
